elevation_deg,v_rel_kmps,modulation,n_nodes,PER_pct,RSSI_dBm,SNR_dB,distance_km,kappa,doppler_hz,visibility_window_s,toa_s,max_packets_in_window,n_mc_draws,source
15,0.0,SF8,1000,9.6,-121.3581,-4.35,1993.84,4.0482,0.0,527.0,0.0722,73,1000,hybrid_simulator_v3_aggregated
15,0.0,SF8,10000,40.2,-121.3817,-4.3736,1993.84,4.0482,0.0,527.0,0.0722,73,1000,hybrid_simulator_v3_aggregated
15,0.0,SF8,50000,94.1,-121.3026,-4.2945,1993.84,4.0482,0.0,527.0,0.0722,73,1000,hybrid_simulator_v3_aggregated
15,0.0,SF8,100000,99.4,-121.2471,-4.2389,1993.84,4.0482,0.0,527.0,0.0722,73,1000,hybrid_simulator_v3_aggregated
15,0.0,SF8,150000,99.9,-121.4741,-4.4659,1993.84,4.0482,0.0,527.0,0.0722,73,1000,hybrid_simulator_v3_aggregated
15,0.0,SF9,1000,11.0,-121.3773,-4.3692,1993.84,4.0482,0.0,527.0,0.1444,36,1000,hybrid_simulator_v3_aggregated
15,0.0,SF9,10000,67.8,-121.4544,-4.4463,1993.84,4.0482,0.0,527.0,0.1444,36,1000,hybrid_simulator_v3_aggregated
15,0.0,SF9,50000,99.7,-121.4807,-4.4726,1993.84,4.0482,0.0,527.0,0.1444,36,1000,hybrid_simulator_v3_aggregated
15,0.0,SF9,100000,100.0,-121.2252,-4.217,1993.84,4.0482,0.0,527.0,0.1444,36,1000,hybrid_simulator_v3_aggregated
15,0.0,SF9,150000,100.0,-121.3219,-4.3138,1993.84,4.0482,0.0,527.0,0.1444,36,1000,hybrid_simulator_v3_aggregated
15,0.0,SF10,1000,20.0,-121.0966,-4.0884,1993.84,4.0482,0.0,527.0,0.2888,18,1000,hybrid_simulator_v3_aggregated
15,0.0,SF10,10000,87.8,-121.2669,-4.2588,1993.84,4.0482,0.0,527.0,0.2888,18,1000,hybrid_simulator_v3_aggregated
15,0.0,SF10,50000,100.0,-121.3159,-4.3078,1993.84,4.0482,0.0,527.0,0.2888,18,1000,hybrid_simulator_v3_aggregated
15,0.0,SF10,100000,100.0,-121.3137,-4.3056,1993.84,4.0482,0.0,527.0,0.2888,18,1000,hybrid_simulator_v3_aggregated
15,0.0,SF10,150000,100.0,-121.2301,-4.222,1993.84,4.0482,0.0,527.0,0.2888,18,1000,hybrid_simulator_v3_aggregated
15,0.0,SF11,1000,35.8,-121.1926,-4.1845,1993.84,4.0482,0.0,527.0,0.5775,9,1000,hybrid_simulator_v3_aggregated
15,0.0,SF11,10000,99.5,-121.2501,-4.242,1993.84,4.0482,0.0,527.0,0.5775,9,1000,hybrid_simulator_v3_aggregated
15,0.0,SF11,50000,100.0,-121.3807,-4.3726,1993.84,4.0482,0.0,527.0,0.5775,9,1000,hybrid_simulator_v3_aggregated
15,0.0,SF11,100000,100.0,-121.4423,-4.4341,1993.84,4.0482,0.0,527.0,0.5775,9,1000,hybrid_simulator_v3_aggregated
15,0.0,SF11,150000,100.0,-121.495,-4.4869,1993.84,4.0482,0.0,527.0,0.5775,9,1000,hybrid_simulator_v3_aggregated
15,0.0,SF12,1000,50.6,-121.4366,-4.4284,1993.84,4.0482,0.0,527.0,0.9912,5,1000,hybrid_simulator_v3_aggregated
15,0.0,SF12,10000,100.0,-121.5302,-4.5221,1993.84,4.0482,0.0,527.0,0.9912,5,1000,hybrid_simulator_v3_aggregated
15,0.0,SF12,50000,100.0,-120.999,-3.9908,1993.84,4.0482,0.0,527.0,0.9912,5,1000,hybrid_simulator_v3_aggregated
15,0.0,SF12,100000,100.0,-121.322,-4.3139,1993.84,4.0482,0.0,527.0,0.9912,5,1000,hybrid_simulator_v3_aggregated
15,0.0,SF12,150000,100.0,-121.2793,-4.2711,1993.84,4.0482,0.0,527.0,0.9912,5,1000,hybrid_simulator_v3_aggregated
15,0.0,DR8,1000,0.0001,-121.2857,19.8073,1993.84,4.0482,0.0,527.0,1.3144,4,1000,hybrid_simulator_v3_aggregated
15,0.0,DR8,10000,0.1916,-121.2074,19.8856,1993.84,4.0482,0.0,527.0,1.3144,4,1000,hybrid_simulator_v3_aggregated
15,0.0,DR8,50000,13.9463,-121.3873,19.7058,1993.84,4.0482,0.0,527.0,1.3144,4,1000,hybrid_simulator_v3_aggregated
15,0.0,DR8,100000,53.3983,-121.2045,19.8885,1993.84,4.0482,0.0,527.0,1.3144,4,1000,hybrid_simulator_v3_aggregated
15,0.0,DR8,150000,82.7255,-121.4549,19.6381,1993.84,4.0482,0.0,527.0,1.3144,4,1000,hybrid_simulator_v3_aggregated
15,0.0,DR9,1000,0.0024,-121.2817,19.8113,1993.84,4.0482,0.0,527.0,0.7749,6,1000,hybrid_simulator_v3_aggregated
15,0.0,DR9,10000,1.1235,-121.229,19.864,1993.84,4.0482,0.0,527.0,0.7749,6,1000,hybrid_simulator_v3_aggregated
15,0.0,DR9,50000,21.4406,-121.1898,19.9033,1993.84,4.0482,0.0,527.0,0.7749,6,1000,hybrid_simulator_v3_aggregated
15,0.0,DR9,100000,53.5428,-121.5944,19.4986,1993.84,4.0482,0.0,527.0,0.7749,6,1000,hybrid_simulator_v3_aggregated
15,0.0,DR9,150000,76.0514,-121.4612,19.6318,1993.84,4.0482,0.0,527.0,0.7749,6,1000,hybrid_simulator_v3_aggregated
15,2.0,SF7,1000,18.8,-121.4613,-4.4532,1993.84,4.0482,5786.67,527.0,0.0412,127,1000,hybrid_simulator_v3_aggregated
15,2.0,SF7,10000,33.0,-121.3131,-4.3049,1993.84,4.0482,5786.67,527.0,0.0412,127,1000,hybrid_simulator_v3_aggregated
15,2.0,SF7,50000,81.5,-121.4421,-4.434,1993.84,4.0482,5786.67,527.0,0.0412,127,1000,hybrid_simulator_v3_aggregated
15,2.0,SF7,100000,96.0,-121.2892,-4.2811,1993.84,4.0482,5786.67,527.0,0.0412,127,1000,hybrid_simulator_v3_aggregated
15,2.0,SF7,150000,99.2,-121.3565,-4.3484,1993.84,4.0482,5786.67,527.0,0.0412,127,1000,hybrid_simulator_v3_aggregated
15,2.0,SF8,1000,9.4,-121.2692,-4.2611,1993.84,4.0482,5786.67,527.0,0.0722,73,1000,hybrid_simulator_v3_aggregated
15,2.0,SF8,10000,46.7,-121.4466,-4.4385,1993.84,4.0482,5786.67,527.0,0.0722,73,1000,hybrid_simulator_v3_aggregated
15,2.0,SF8,50000,93.5,-121.4087,-4.4006,1993.84,4.0482,5786.67,527.0,0.0722,73,1000,hybrid_simulator_v3_aggregated
15,2.0,SF8,100000,99.6,-121.286,-4.2778,1993.84,4.0482,5786.67,527.0,0.0722,73,1000,hybrid_simulator_v3_aggregated
15,2.0,SF8,150000,100.0,-121.3341,-4.3259,1993.84,4.0482,5786.67,527.0,0.0722,73,1000,hybrid_simulator_v3_aggregated
15,2.0,SF9,1000,11.3,-121.3161,-4.308,1993.84,4.0482,5786.67,527.0,0.1444,36,1000,hybrid_simulator_v3_aggregated
15,2.0,SF9,10000,65.5,-121.2742,-4.2661,1993.84,4.0482,5786.67,527.0,0.1444,36,1000,hybrid_simulator_v3_aggregated
15,2.0,SF9,50000,99.6,-121.3157,-4.3076,1993.84,4.0482,5786.67,527.0,0.1444,36,1000,hybrid_simulator_v3_aggregated
15,2.0,SF9,100000,100.0,-121.2906,-4.2825,1993.84,4.0482,5786.67,527.0,0.1444,36,1000,hybrid_simulator_v3_aggregated
15,2.0,SF9,150000,100.0,-121.2535,-4.2454,1993.84,4.0482,5786.67,527.0,0.1444,36,1000,hybrid_simulator_v3_aggregated
15,2.0,SF10,1000,20.5,-121.3353,-4.3272,1993.84,4.0482,5786.67,527.0,0.2888,18,1000,hybrid_simulator_v3_aggregated
15,2.0,SF10,10000,87.7,-121.368,-4.3599,1993.84,4.0482,5786.67,527.0,0.2888,18,1000,hybrid_simulator_v3_aggregated
15,2.0,SF10,50000,100.0,-121.4031,-4.395,1993.84,4.0482,5786.67,527.0,0.2888,18,1000,hybrid_simulator_v3_aggregated
15,2.0,SF10,100000,100.0,-121.2682,-4.26,1993.84,4.0482,5786.67,527.0,0.2888,18,1000,hybrid_simulator_v3_aggregated
15,2.0,SF10,150000,100.0,-121.2158,-4.2077,1993.84,4.0482,5786.67,527.0,0.2888,18,1000,hybrid_simulator_v3_aggregated
15,2.0,SF11,1000,37.2,-121.2064,-4.1983,1993.84,4.0482,5786.67,527.0,0.5775,9,1000,hybrid_simulator_v3_aggregated
15,2.0,SF11,10000,98.6,-121.3292,-4.3211,1993.84,4.0482,5786.67,527.0,0.5775,9,1000,hybrid_simulator_v3_aggregated
15,2.0,SF11,50000,100.0,-121.3009,-4.2927,1993.84,4.0482,5786.67,527.0,0.5775,9,1000,hybrid_simulator_v3_aggregated
15,2.0,SF11,100000,100.0,-121.4816,-4.4735,1993.84,4.0482,5786.67,527.0,0.5775,9,1000,hybrid_simulator_v3_aggregated
15,2.0,SF11,150000,100.0,-121.2861,-4.2779,1993.84,4.0482,5786.67,527.0,0.5775,9,1000,hybrid_simulator_v3_aggregated
15,2.0,SF12,1000,100.0,-121.5971,-4.589,1993.84,4.0482,5786.67,527.0,0.9912,5,1000,hybrid_simulator_v3_aggregated
15,2.0,SF12,10000,100.0,-121.1687,-4.1605,1993.84,4.0482,5786.67,527.0,0.9912,5,1000,hybrid_simulator_v3_aggregated
15,2.0,SF12,50000,100.0,-121.3379,-4.3298,1993.84,4.0482,5786.67,527.0,0.9912,5,1000,hybrid_simulator_v3_aggregated
15,2.0,SF12,100000,100.0,-121.2181,-4.21,1993.84,4.0482,5786.67,527.0,0.9912,5,1000,hybrid_simulator_v3_aggregated
15,2.0,SF12,150000,100.0,-121.3027,-4.2946,1993.84,4.0482,5786.67,527.0,0.9912,5,1000,hybrid_simulator_v3_aggregated
15,2.0,DR8,1000,0.0001,-121.2471,19.8459,1993.84,4.0482,5786.67,527.0,1.3144,4,1000,hybrid_simulator_v3_aggregated
15,2.0,DR8,10000,0.1916,-121.2506,19.8424,1993.84,4.0482,5786.67,527.0,1.3144,4,1000,hybrid_simulator_v3_aggregated
15,2.0,DR8,50000,13.9463,-121.444,19.649,1993.84,4.0482,5786.67,527.0,1.3144,4,1000,hybrid_simulator_v3_aggregated
15,2.0,DR8,100000,53.3983,-121.3051,19.7879,1993.84,4.0482,5786.67,527.0,1.3144,4,1000,hybrid_simulator_v3_aggregated
15,2.0,DR8,150000,82.7255,-121.3163,19.7768,1993.84,4.0482,5786.67,527.0,1.3144,4,1000,hybrid_simulator_v3_aggregated
15,2.0,DR9,1000,0.0024,-121.3429,19.7502,1993.84,4.0482,5786.67,527.0,0.7749,6,1000,hybrid_simulator_v3_aggregated
15,2.0,DR9,10000,1.1235,-121.4993,19.5937,1993.84,4.0482,5786.67,527.0,0.7749,6,1000,hybrid_simulator_v3_aggregated
15,2.0,DR9,50000,21.4406,-121.3378,19.7552,1993.84,4.0482,5786.67,527.0,0.7749,6,1000,hybrid_simulator_v3_aggregated
15,2.0,DR9,100000,53.5428,-121.3106,19.7825,1993.84,4.0482,5786.67,527.0,0.7749,6,1000,hybrid_simulator_v3_aggregated
15,2.0,DR9,150000,76.0514,-121.2368,19.8563,1993.84,4.0482,5786.67,527.0,0.7749,6,1000,hybrid_simulator_v3_aggregated
15,4.0,SF7,1000,16.4,-121.5436,-4.5354,1993.84,4.0482,11573.33,527.0,0.0412,127,1000,hybrid_simulator_v3_aggregated
15,4.0,SF7,10000,39.4,-121.3691,-4.361,1993.84,4.0482,11573.33,527.0,0.0412,127,1000,hybrid_simulator_v3_aggregated
15,4.0,SF7,50000,82.2,-121.3389,-4.3307,1993.84,4.0482,11573.33,527.0,0.0412,127,1000,hybrid_simulator_v3_aggregated
15,4.0,SF7,100000,94.4,-121.4952,-4.4871,1993.84,4.0482,11573.33,527.0,0.0412,127,1000,hybrid_simulator_v3_aggregated
15,4.0,SF7,150000,98.7,-121.4366,-4.4285,1993.84,4.0482,11573.33,527.0,0.0412,127,1000,hybrid_simulator_v3_aggregated
15,4.0,SF8,1000,100.0,-121.3338,-4.3256,1993.84,4.0482,11573.33,527.0,0.0722,73,1000,hybrid_simulator_v3_aggregated
15,4.0,SF8,10000,100.0,-121.3869,-4.3788,1993.84,4.0482,11573.33,527.0,0.0722,73,1000,hybrid_simulator_v3_aggregated
15,4.0,SF8,50000,100.0,-121.3983,-4.3902,1993.84,4.0482,11573.33,527.0,0.0722,73,1000,hybrid_simulator_v3_aggregated
15,4.0,SF8,100000,100.0,-121.4544,-4.4463,1993.84,4.0482,11573.33,527.0,0.0722,73,1000,hybrid_simulator_v3_aggregated
15,4.0,SF8,150000,100.0,-121.455,-4.4468,1993.84,4.0482,11573.33,527.0,0.0722,73,1000,hybrid_simulator_v3_aggregated
15,4.0,SF9,1000,100.0,-121.4477,-4.4396,1993.84,4.0482,11573.33,527.0,0.1444,36,1000,hybrid_simulator_v3_aggregated
15,4.0,SF9,10000,100.0,-121.4411,-4.433,1993.84,4.0482,11573.33,527.0,0.1444,36,1000,hybrid_simulator_v3_aggregated
15,4.0,SF9,50000,100.0,-121.2764,-4.2682,1993.84,4.0482,11573.33,527.0,0.1444,36,1000,hybrid_simulator_v3_aggregated
15,4.0,SF9,100000,100.0,-121.2769,-4.2688,1993.84,4.0482,11573.33,527.0,0.1444,36,1000,hybrid_simulator_v3_aggregated
15,4.0,SF9,150000,100.0,-121.2639,-4.2557,1993.84,4.0482,11573.33,527.0,0.1444,36,1000,hybrid_simulator_v3_aggregated
15,4.0,SF10,1000,100.0,-121.3124,-4.3042,1993.84,4.0482,11573.33,527.0,0.2888,18,1000,hybrid_simulator_v3_aggregated
15,4.0,SF10,10000,100.0,-121.3857,-4.3776,1993.84,4.0482,11573.33,527.0,0.2888,18,1000,hybrid_simulator_v3_aggregated
15,4.0,SF10,50000,100.0,-121.4348,-4.4267,1993.84,4.0482,11573.33,527.0,0.2888,18,1000,hybrid_simulator_v3_aggregated
15,4.0,SF10,100000,100.0,-121.4507,-4.4426,1993.84,4.0482,11573.33,527.0,0.2888,18,1000,hybrid_simulator_v3_aggregated
15,4.0,SF10,150000,100.0,-121.2992,-4.2911,1993.84,4.0482,11573.33,527.0,0.2888,18,1000,hybrid_simulator_v3_aggregated
15,4.0,SF11,1000,100.0,-121.4204,-4.4123,1993.84,4.0482,11573.33,527.0,0.5775,9,1000,hybrid_simulator_v3_aggregated
15,4.0,SF11,10000,100.0,-121.6341,-4.6259,1993.84,4.0482,11573.33,527.0,0.5775,9,1000,hybrid_simulator_v3_aggregated
15,4.0,SF11,50000,100.0,-121.2267,-4.2186,1993.84,4.0482,11573.33,527.0,0.5775,9,1000,hybrid_simulator_v3_aggregated
15,4.0,SF11,100000,100.0,-121.4204,-4.4123,1993.84,4.0482,11573.33,527.0,0.5775,9,1000,hybrid_simulator_v3_aggregated
15,4.0,SF11,150000,100.0,-121.4901,-4.482,1993.84,4.0482,11573.33,527.0,0.5775,9,1000,hybrid_simulator_v3_aggregated
15,4.0,SF12,1000,100.0,-121.2826,-4.2745,1993.84,4.0482,11573.33,527.0,0.9912,5,1000,hybrid_simulator_v3_aggregated
15,4.0,SF12,10000,100.0,-121.2424,-4.2342,1993.84,4.0482,11573.33,527.0,0.9912,5,1000,hybrid_simulator_v3_aggregated
15,4.0,SF12,50000,100.0,-121.3301,-4.322,1993.84,4.0482,11573.33,527.0,0.9912,5,1000,hybrid_simulator_v3_aggregated
15,4.0,SF12,100000,100.0,-121.2313,-4.2231,1993.84,4.0482,11573.33,527.0,0.9912,5,1000,hybrid_simulator_v3_aggregated
15,4.0,SF12,150000,100.0,-121.3084,-4.3003,1993.84,4.0482,11573.33,527.0,0.9912,5,1000,hybrid_simulator_v3_aggregated
15,4.0,DR8,1000,0.0001,-121.4361,19.6569,1993.84,4.0482,11573.33,527.0,1.3144,4,1000,hybrid_simulator_v3_aggregated
15,4.0,DR8,10000,0.1916,-121.3878,19.7052,1993.84,4.0482,11573.33,527.0,1.3144,4,1000,hybrid_simulator_v3_aggregated
15,4.0,DR8,50000,13.9463,-121.2922,19.8009,1993.84,4.0482,11573.33,527.0,1.3144,4,1000,hybrid_simulator_v3_aggregated
15,4.0,DR8,100000,53.3983,-121.4939,19.5992,1993.84,4.0482,11573.33,527.0,1.3144,4,1000,hybrid_simulator_v3_aggregated
15,4.0,DR8,150000,82.7255,-121.3329,19.7601,1993.84,4.0482,11573.33,527.0,1.3144,4,1000,hybrid_simulator_v3_aggregated
15,4.0,DR9,1000,0.0024,-121.4313,19.6617,1993.84,4.0482,11573.33,527.0,0.7749,6,1000,hybrid_simulator_v3_aggregated
15,4.0,DR9,10000,1.1235,-121.521,19.5721,1993.84,4.0482,11573.33,527.0,0.7749,6,1000,hybrid_simulator_v3_aggregated
15,4.0,DR9,50000,21.4406,-121.3951,19.6979,1993.84,4.0482,11573.33,527.0,0.7749,6,1000,hybrid_simulator_v3_aggregated
15,4.0,DR9,100000,53.5428,-121.4349,19.6581,1993.84,4.0482,11573.33,527.0,0.7749,6,1000,hybrid_simulator_v3_aggregated
15,4.0,DR9,150000,76.0514,-121.3935,19.6996,1993.84,4.0482,11573.33,527.0,0.7749,6,1000,hybrid_simulator_v3_aggregated
15,7.8,SF7,1000,100.0,-121.1622,-4.1541,1993.84,4.0482,22568.0,527.0,0.0412,127,1000,hybrid_simulator_v3_aggregated
15,7.8,SF7,10000,100.0,-121.4027,-4.3946,1993.84,4.0482,22568.0,527.0,0.0412,127,1000,hybrid_simulator_v3_aggregated
15,7.8,SF7,50000,100.0,-121.2558,-4.2477,1993.84,4.0482,22568.0,527.0,0.0412,127,1000,hybrid_simulator_v3_aggregated
15,7.8,SF7,100000,100.0,-121.5958,-4.5877,1993.84,4.0482,22568.0,527.0,0.0412,127,1000,hybrid_simulator_v3_aggregated
15,7.8,SF7,150000,100.0,-121.3943,-4.3862,1993.84,4.0482,22568.0,527.0,0.0412,127,1000,hybrid_simulator_v3_aggregated
15,7.8,SF8,1000,100.0,-121.4177,-4.4096,1993.84,4.0482,22568.0,527.0,0.0722,73,1000,hybrid_simulator_v3_aggregated
15,7.8,SF8,10000,100.0,-121.2839,-4.2757,1993.84,4.0482,22568.0,527.0,0.0722,73,1000,hybrid_simulator_v3_aggregated
15,7.8,SF8,50000,100.0,-121.2385,-4.2304,1993.84,4.0482,22568.0,527.0,0.0722,73,1000,hybrid_simulator_v3_aggregated
15,7.8,SF8,100000,100.0,-121.2976,-4.2895,1993.84,4.0482,22568.0,527.0,0.0722,73,1000,hybrid_simulator_v3_aggregated
15,7.8,SF8,150000,100.0,-121.5118,-4.5037,1993.84,4.0482,22568.0,527.0,0.0722,73,1000,hybrid_simulator_v3_aggregated
15,7.8,SF9,1000,100.0,-121.3259,-4.3178,1993.84,4.0482,22568.0,527.0,0.1444,36,1000,hybrid_simulator_v3_aggregated
15,7.8,SF9,10000,100.0,-121.2212,-4.2131,1993.84,4.0482,22568.0,527.0,0.1444,36,1000,hybrid_simulator_v3_aggregated
15,7.8,SF9,50000,100.0,-121.4207,-4.4125,1993.84,4.0482,22568.0,527.0,0.1444,36,1000,hybrid_simulator_v3_aggregated
15,7.8,SF9,100000,100.0,-121.3218,-4.3137,1993.84,4.0482,22568.0,527.0,0.1444,36,1000,hybrid_simulator_v3_aggregated
15,7.8,SF9,150000,100.0,-121.3265,-4.3183,1993.84,4.0482,22568.0,527.0,0.1444,36,1000,hybrid_simulator_v3_aggregated
15,7.8,SF10,1000,100.0,-121.2862,-4.2781,1993.84,4.0482,22568.0,527.0,0.2888,18,1000,hybrid_simulator_v3_aggregated
15,7.8,SF10,10000,100.0,-121.49,-4.4819,1993.84,4.0482,22568.0,527.0,0.2888,18,1000,hybrid_simulator_v3_aggregated
15,7.8,SF10,50000,100.0,-121.3689,-4.3608,1993.84,4.0482,22568.0,527.0,0.2888,18,1000,hybrid_simulator_v3_aggregated
15,7.8,SF10,100000,100.0,-121.1722,-4.164,1993.84,4.0482,22568.0,527.0,0.2888,18,1000,hybrid_simulator_v3_aggregated
15,7.8,SF10,150000,100.0,-121.2027,-4.1946,1993.84,4.0482,22568.0,527.0,0.2888,18,1000,hybrid_simulator_v3_aggregated
15,7.8,SF11,1000,100.0,-121.287,-4.2788,1993.84,4.0482,22568.0,527.0,0.5775,9,1000,hybrid_simulator_v3_aggregated
15,7.8,SF11,10000,100.0,-121.446,-4.4378,1993.84,4.0482,22568.0,527.0,0.5775,9,1000,hybrid_simulator_v3_aggregated
15,7.8,SF11,50000,100.0,-121.2558,-4.2477,1993.84,4.0482,22568.0,527.0,0.5775,9,1000,hybrid_simulator_v3_aggregated
15,7.8,SF11,100000,100.0,-121.4637,-4.4556,1993.84,4.0482,22568.0,527.0,0.5775,9,1000,hybrid_simulator_v3_aggregated
15,7.8,SF11,150000,100.0,-121.2886,-4.2804,1993.84,4.0482,22568.0,527.0,0.5775,9,1000,hybrid_simulator_v3_aggregated
15,7.8,SF12,1000,100.0,-121.1776,-4.1695,1993.84,4.0482,22568.0,527.0,0.9912,5,1000,hybrid_simulator_v3_aggregated
15,7.8,SF12,10000,100.0,-121.3269,-4.3188,1993.84,4.0482,22568.0,527.0,0.9912,5,1000,hybrid_simulator_v3_aggregated
15,7.8,SF12,50000,100.0,-121.2291,-4.221,1993.84,4.0482,22568.0,527.0,0.9912,5,1000,hybrid_simulator_v3_aggregated
15,7.8,SF12,100000,100.0,-121.1797,-4.1716,1993.84,4.0482,22568.0,527.0,0.9912,5,1000,hybrid_simulator_v3_aggregated
15,7.8,SF12,150000,100.0,-121.4102,-4.4021,1993.84,4.0482,22568.0,527.0,0.9912,5,1000,hybrid_simulator_v3_aggregated
15,7.8,DR8,1000,0.0001,-121.249,19.844,1993.84,4.0482,22568.0,527.0,1.3144,4,1000,hybrid_simulator_v3_aggregated
15,7.8,DR8,10000,0.1916,-121.2029,19.8901,1993.84,4.0482,22568.0,527.0,1.3144,4,1000,hybrid_simulator_v3_aggregated
15,7.8,DR8,50000,13.9463,-121.1537,19.9394,1993.84,4.0482,22568.0,527.0,1.3144,4,1000,hybrid_simulator_v3_aggregated
15,7.8,DR8,100000,53.3983,-121.4062,19.6868,1993.84,4.0482,22568.0,527.0,1.3144,4,1000,hybrid_simulator_v3_aggregated
15,7.8,DR8,150000,82.7255,-121.3538,19.7392,1993.84,4.0482,22568.0,527.0,1.3144,4,1000,hybrid_simulator_v3_aggregated
15,7.8,DR9,1000,0.0024,-121.3913,19.7017,1993.84,4.0482,22568.0,527.0,0.7749,6,1000,hybrid_simulator_v3_aggregated
15,7.8,DR9,10000,1.1235,-121.2147,19.8783,1993.84,4.0482,22568.0,527.0,0.7749,6,1000,hybrid_simulator_v3_aggregated
15,7.8,DR9,50000,21.4406,-121.3476,19.7454,1993.84,4.0482,22568.0,527.0,0.7749,6,1000,hybrid_simulator_v3_aggregated
15,7.8,DR9,100000,53.5428,-121.2599,19.8331,1993.84,4.0482,22568.0,527.0,0.7749,6,1000,hybrid_simulator_v3_aggregated
15,7.8,DR9,150000,76.0514,-121.275,19.8181,1993.84,4.0482,22568.0,527.0,0.7749,6,1000,hybrid_simulator_v3_aggregated
15,10.0,SF7,1000,100.0,-121.3696,-4.3614,1993.84,4.0482,28933.33,527.0,0.0412,127,1000,hybrid_simulator_v3_aggregated
15,10.0,SF7,10000,100.0,-121.292,-4.2839,1993.84,4.0482,28933.33,527.0,0.0412,127,1000,hybrid_simulator_v3_aggregated
15,10.0,SF7,50000,100.0,-121.3418,-4.3337,1993.84,4.0482,28933.33,527.0,0.0412,127,1000,hybrid_simulator_v3_aggregated
15,10.0,SF7,100000,100.0,-121.4682,-4.4601,1993.84,4.0482,28933.33,527.0,0.0412,127,1000,hybrid_simulator_v3_aggregated
15,10.0,SF7,150000,100.0,-121.4112,-4.4031,1993.84,4.0482,28933.33,527.0,0.0412,127,1000,hybrid_simulator_v3_aggregated
15,10.0,SF8,1000,100.0,-121.3842,-4.3761,1993.84,4.0482,28933.33,527.0,0.0722,73,1000,hybrid_simulator_v3_aggregated
15,10.0,SF8,10000,100.0,-121.3351,-4.327,1993.84,4.0482,28933.33,527.0,0.0722,73,1000,hybrid_simulator_v3_aggregated
15,10.0,SF8,50000,100.0,-121.4435,-4.4354,1993.84,4.0482,28933.33,527.0,0.0722,73,1000,hybrid_simulator_v3_aggregated
15,10.0,SF8,100000,100.0,-121.5689,-4.5608,1993.84,4.0482,28933.33,527.0,0.0722,73,1000,hybrid_simulator_v3_aggregated
15,10.0,SF8,150000,100.0,-121.2941,-4.286,1993.84,4.0482,28933.33,527.0,0.0722,73,1000,hybrid_simulator_v3_aggregated
15,10.0,SF9,1000,100.0,-121.2375,-4.2294,1993.84,4.0482,28933.33,527.0,0.1444,36,1000,hybrid_simulator_v3_aggregated
15,10.0,SF9,10000,100.0,-121.3012,-4.2931,1993.84,4.0482,28933.33,527.0,0.1444,36,1000,hybrid_simulator_v3_aggregated
15,10.0,SF9,50000,100.0,-121.3184,-4.3103,1993.84,4.0482,28933.33,527.0,0.1444,36,1000,hybrid_simulator_v3_aggregated
15,10.0,SF9,100000,100.0,-121.3757,-4.3676,1993.84,4.0482,28933.33,527.0,0.1444,36,1000,hybrid_simulator_v3_aggregated
15,10.0,SF9,150000,100.0,-121.4395,-4.4314,1993.84,4.0482,28933.33,527.0,0.1444,36,1000,hybrid_simulator_v3_aggregated
15,10.0,SF10,1000,100.0,-121.2756,-4.2674,1993.84,4.0482,28933.33,527.0,0.2888,18,1000,hybrid_simulator_v3_aggregated
15,10.0,SF10,10000,100.0,-121.3882,-4.3801,1993.84,4.0482,28933.33,527.0,0.2888,18,1000,hybrid_simulator_v3_aggregated
15,10.0,SF10,50000,100.0,-121.1991,-4.1909,1993.84,4.0482,28933.33,527.0,0.2888,18,1000,hybrid_simulator_v3_aggregated
15,10.0,SF10,100000,100.0,-121.318,-4.3099,1993.84,4.0482,28933.33,527.0,0.2888,18,1000,hybrid_simulator_v3_aggregated
15,10.0,SF10,150000,100.0,-121.2313,-4.2232,1993.84,4.0482,28933.33,527.0,0.2888,18,1000,hybrid_simulator_v3_aggregated
15,10.0,SF11,1000,100.0,-121.458,-4.4499,1993.84,4.0482,28933.33,527.0,0.5775,9,1000,hybrid_simulator_v3_aggregated
15,10.0,SF11,10000,100.0,-121.5278,-4.5197,1993.84,4.0482,28933.33,527.0,0.5775,9,1000,hybrid_simulator_v3_aggregated
15,10.0,SF11,50000,100.0,-121.4283,-4.4202,1993.84,4.0482,28933.33,527.0,0.5775,9,1000,hybrid_simulator_v3_aggregated
15,10.0,SF11,100000,100.0,-121.3336,-4.3254,1993.84,4.0482,28933.33,527.0,0.5775,9,1000,hybrid_simulator_v3_aggregated
15,10.0,SF11,150000,100.0,-121.2673,-4.2592,1993.84,4.0482,28933.33,527.0,0.5775,9,1000,hybrid_simulator_v3_aggregated
15,10.0,SF12,1000,100.0,-121.3343,-4.3261,1993.84,4.0482,28933.33,527.0,0.9912,5,1000,hybrid_simulator_v3_aggregated
15,10.0,SF12,10000,100.0,-121.384,-4.3758,1993.84,4.0482,28933.33,527.0,0.9912,5,1000,hybrid_simulator_v3_aggregated
15,10.0,SF12,50000,100.0,-121.2249,-4.2168,1993.84,4.0482,28933.33,527.0,0.9912,5,1000,hybrid_simulator_v3_aggregated
15,10.0,SF12,100000,100.0,-121.3916,-4.3835,1993.84,4.0482,28933.33,527.0,0.9912,5,1000,hybrid_simulator_v3_aggregated
15,10.0,SF12,150000,100.0,-121.3743,-4.3662,1993.84,4.0482,28933.33,527.0,0.9912,5,1000,hybrid_simulator_v3_aggregated
15,10.0,DR8,1000,100.0,-121.3342,19.7589,1993.84,4.0482,28933.33,527.0,1.3144,4,1000,hybrid_simulator_v3_aggregated
