elevation_deg,v_rel_kmps,n_nodes,modulation,PER_pct,distance_km,kappa,doppler_hz,doppler_rate_hz,visibility_window_s,RSSI_dBm,SNR_dB,toa_s,max_packets_in_window
5,0.0,100000,SF12,100.0,2069.6378171782285,1.24,1573.424748852696,308.0173723520153,53.11494523536929,-133.18000999081534,-16.1491101208959,0.991232,54
5,0.0,100000,SF7,99.265043638034,2069.6378171782285,1.24,1573.424748852696,308.0173723520153,53.11494523536929,-133.04010183259965,-16.009201962680198,0.041216,1289
5,0.0,100000,SF8,94.6393762183236,2069.6378171782285,1.24,1573.424748852696,308.0173723520153,53.11494523536929,-133.19114345839145,-16.16024358847202,0.072192,736
5,0.0,100000,SF9,88.88888888888889,2069.6378171782285,1.24,1573.424748852696,308.0173723520153,53.11494523536929,-133.239604069648,-16.20870419972859,0.144384,368
5,0.5,10000,DR8,0.0,2073.602223094285,1.24,5449.970864152557,279.8955977504904,53.11494523536929,-132.92641351122117,6.835473667827719,1.324766,40
5,0.5,10000,DR9,0.649350649350644,2073.602223094285,1.24,5449.970864152557,279.8955977504904,53.11494523536929,-133.06165005326616,6.710796024252701,0.779094,68
5,0.5,10000,SF10,100.0,2073.602223094285,1.24,5449.970864152557,279.8955977504904,53.11494523536929,-133.52241297581608,-16.491513105896654,0.288768,184
5,0.5,10000,SF11,54.37499999999999,2073.602223094285,1.24,5449.970864152557,279.8955977504904,53.11494523536929,-133.03527285397138,-16.004372984051933,0.577536,92
5,0.5,10000,SF12,100.0,2073.602223094285,1.24,5449.970864152557,279.8955977504904,53.11494523536929,-133.33606082154716,-16.305160951627723,0.991232,54
5,0.5,10000,SF7,97.87234042553192,2073.602223094285,1.24,5449.970864152557,279.8955977504904,53.11494523536929,-133.0942322915032,-16.06333242158375,0.041216,1289
5,0.5,10000,SF8,94.5054945054945,2073.602223094285,1.24,5449.970864152557,279.8955977504904,53.11494523536929,-133.26159854359904,-16.23069867367961,0.072192,736
5,0.5,10000,SF9,75.14792899408285,2073.602223094285,1.24,5449.970864152557,279.8955977504904,53.11494523536929,-132.79206807042056,-15.7611682005011,0.144384,368
5,0.5,50000,DR8,0.5033557046979831,2073.632398805247,1.24,5463.420533890171,279.36312994789034,53.11494523536929,-132.96790916738968,6.800424337881438,1.324766,40
5,0.5,50000,DR9,1.980198019801982,2073.632398805247,1.24,5463.420533890171,279.36312994789034,53.11494523536929,-133.08675355611973,6.686566333473344,0.779094,68
5,0.5,50000,SF10,100.0,2073.632398805247,1.24,5463.420533890171,279.36312994789034,53.11494523536929,-133.11967705948044,-16.088777189560993,0.288768,184
5,0.5,50000,SF11,89.04573687182383,2073.632398805247,1.24,5463.420533890171,279.36312994789034,53.11494523536929,-133.25953762436484,-16.228637754445383,0.577536,92
5,0.5,50000,SF12,100.0,2073.632398805247,1.24,5463.420533890171,279.36312994789034,53.11494523536929,-133.0430775342761,-16.012177664356663,0.991232,54
5,0.5,50000,SF7,98.85974914481186,2073.632398805247,1.24,5463.420533890171,279.36312994789034,53.11494523536929,-133.18983866520156,-16.158938795282136,0.041216,1289
5,0.5,50000,SF8,93.0368636629608,2073.632398805247,1.24,5463.420533890171,279.36312994789034,53.11494523536929,-133.11680941951948,-16.085909549600043,0.072192,736
5,0.5,50000,SF9,83.88176240936977,2073.632398805247,1.24,5463.420533890171,279.36312994789034,53.11494523536929,-133.15128451421518,-16.12038464429573,0.144384,368
5,0.5,100000,DR8,2.8694404591104727,2073.6452035677075,1.24,5473.276226883407,278.6604932908733,53.11494523536929,-133.11166605802734,6.6658050210418045,1.324766,40
5,0.5,100000,DR9,6.751179245283023,2073.6452035677075,1.24,5473.276226883407,278.6604932908733,53.11494523536929,-133.0958355399092,6.678831345608929,0.779094,68
5,0.5,100000,SF10,100.0,2073.6452035677075,1.24,5473.276226883407,278.6604932908733,53.11494523536929,-133.2579486994585,-16.22704882953907,0.288768,184
5,0.5,100000,SF11,97.37762237762236,2073.6452035677075,1.24,5473.276226883407,278.6604932908733,53.11494523536929,-133.03401497791398,-16.003115107994553,0.577536,92
5,0.5,100000,SF12,100.0,2073.6452035677075,1.24,5473.276226883407,278.6604932908733,53.11494523536929,-133.0392272791508,-16.00832740923135,0.991232,54
5,0.5,100000,SF7,99.11251073575724,2073.6452035677075,1.24,5473.276226883407,278.6604932908733,53.11494523536929,-133.08407428497492,-16.05317441505549,0.041216,1289
5,0.5,100000,SF8,93.9840754939546,2073.6452035677075,1.24,5473.276226883407,278.6604932908733,53.11494523536929,-133.16496502758665,-16.134065157667212,0.072192,736
5,0.5,100000,SF9,88.91146589259797,2073.6452035677075,1.24,5473.276226883407,278.6604932908733,53.11494523536929,-133.09297721157972,-16.06207734166027,0.144384,368
5,4.0,10000,DR8,1.449275362318836,2055.0980757075185,1.24,19470.93693337548,17.364228268464405,333.25497894329214,-134.01660693427425,7.099194845698628,1.324766,252
5,4.0,10000,DR9,0.0,2055.0980757075185,1.24,19470.93693337548,17.364228268464405,333.25497894329214,-132.38227731292005,8.733524467052842,0.779094,428
5,4.0,10000,SF10,65.0,2055.0980757075185,1.24,19470.93693337548,17.364228268464405,333.25497894329214,-133.33040053495156,-16.299500665032124,0.288768,1154
5,4.0,10000,SF11,57.14285714285714,2055.0980757075185,1.24,19470.93693337548,17.364228268464405,333.25497894329214,-133.80670857222984,-16.775808702310385,0.577536,577
5,4.0,10000,SF12,54.92957746478873,2055.0980757075185,1.24,19470.93693337548,17.364228268464405,333.25497894329214,-131.95163099191254,-14.920731121993088,0.991232,336
5,4.0,10000,SF7,97.46835443037976,2055.0980757075185,1.24,19470.93693337548,17.364228268464405,333.25497894329214,-132.18691358422066,-15.15601371430124,0.041216,8086
5,4.0,10000,SF8,88.31168831168831,2055.0980757075185,1.24,19470.93693337548,17.364228268464405,333.25497894329214,-133.76792075259797,-16.7370208826785,0.072192,4616
